id,name
1,RYT® 200
2,RYT® 500
3,E-RYT® 200
4,"E-RYT® 200, RYT® 500"
5,E-RYT® 500
6,Registered Children's Yoga Teacher (RCYT®)
7,Registered Prenatal Yoga Teacher (RPYT®)
